t_s,sensor_id,vx_um_s,vy_um_s,vz_um_s,dx_um,dy_um,dz_um
0.11355559999992693,0,5505.0,1920.0,2731.0,0.0,0.0,0.0
0.11643019999974058,1,5829.0,5419.0,2574.0,0.0,0.0,0.0
0.12114519999977347,0,5505.0,1920.0,2731.0,40.807751175130456,14.232676159173566,20.244499265991152
0.12330680000013672,1,5829.0,5419.0,2574.0,39.23606599066141,36.476280940709245,17.326065167260673
0.12783740000031685,0,5252.0,1799.0,2852.0,75.01317731539447,26.055567908866315,38.01926580371317
0.13015080000059243,1,6026.0,5895.0,2661.0,78.116292538936,73.6027144646561,34.49502277043247
0.13538950000020122,0,5252.0,1799.0,2852.0,112.00619447762492,38.71861124955846,58.170862033195554
0.1370161000004373,1,6026.0,5895.0,2661.0,116.9598509989616,111.66138393106748,51.64781376272738
0.14252550000037445,0,5252.0,1799.0,2852.0,146.00324802051213,50.35562436449858,76.69408389008602
0.14386999999987893,1,6026.0,5895.0,2661.0,154.9147551930882,148.84945871247928,68.40818703156556
0.14942410000003292,0,5079.0,1737.0,3017.0,177.40795195055068,61.09561992886557,94.68051715416264
0.15153410000039003,1,5978.0,5882.0,2554.0,196.66601387690943,189.87749759510348,86.52312747141112
0.15651450000041223,0,5079.0,1737.0,3017.0,208.449931859493,71.70202246116042,113.36914451221634
0.1583133000003727,1,5978.0,5882.0,2554.0,232.17625726524133,224.89425435877146,101.64139679082729
0.16337019999991753,0,5079.0,1737.0,3017.0,237.60472026084284,81.66324144833199,130.93094830018586
0.16517120000025898,1,5978.0,5882.0,2554.0,267.39609826179264,259.62364887936184,116.63671491416383
0.16994010000053095,0,4939.0,1728.0,2964.0,264.21359068576277,90.87873236017901,147.07154395299946
0.1719970000003741,1,5887.0,5663.0,2465.0,301.37931593093015,292.70219453272847,130.93735793909232
0.17726050000055693,0,4939.0,1728.0,2964.0,293.37400330395536,101.11739780184183,164.83888487598762
0.1786621000001105,1,5887.0,5663.0,2465.0,333.4138612651591,323.4588209421411,144.2505168534209
0.1846456000002945,0,4939.0,1728.0,2964.0,322.1674350014234,111.22682149073242,182.3797618966193
0.1853783000005933,1,5913.0,5484.0,2502.0,365.15091228246297,353.25991943832224,157.52706732945654
0.19196830000055343,0,4928.0,1774.0,3075.0,349.94996734184247,121.15999904100738,199.72844307571117
0.19238850000056118,1,5913.0,5484.0,2502.0,398.0039559548158,383.4206376777145,171.3645184602144
0.1991901000001235,1,5913.0,5484.0,2502.0,428.95489984982885,411.82378676405244,184.39847365124368
0.19935309999982564,0,4928.0,1774.0,3075.0,377.345060595149,131.1339508517254,217.25656111810656
0.20629199999984849,0,4928.0,1774.0,3075.0,401.9559505801044,140.10302261465145,233.03727040038802
0.20648020000044198,1,5934.0,5398.0,2553.0,462.1536812213037,441.9417430083384,198.53515200209395
0.21332350000011502,0,5521.0,2018.0,3204.0,428.47569148787073,149.8615333937322,249.1715596121491
0.2135323000002245,1,5934.0,5398.0,2553.0,493.34292065274735,469.8584040320925,211.96008860529895
0.2202807000003304,1,5934.0,5398.0,2553.0,522.1085663484635,495.58001622480174,224.34218283331347
0.2204461999999694,0,5521.0,2018.0,3204.0,456.90591329433425,160.41040741577828,265.6584805996929
0.2270067999997991,1,5954.0,5596.0,2562.0,550.2022241765462,521.2916756946386,236.43633684328503
0.22760350000044127,0,5521.0,2018.0,3204.0,484.8606254372404,170.781814308202,281.86972821548545
0.23414229999980307,1,5954.0,5596.0,2562.0,580.1536555770975,549.3539781877979,249.33107004482616
0.2344966000000568,0,6160.0,2209.0,3337.0,512.8907016209763,181.03391147136168,297.3243782865869
0.24129420000008395,1,5954.0,5596.0,2562.0,609.5672957093651,576.912691088581,261.9942513139031
0.24144969999997556,0,6160.0,2209.0,3337.0,542.7800584219106,191.81967018497778,313.06239127247545
0.24808310000025813,0,6160.0,2209.0,3337.0,570.0498576327686,201.66447760698418,327.39190068206295
0.24826430000030086,1,6047.0,5981.0,2535.0,637.6166448491022,604.2061616026688,273.84162028115753
0.2551072000005661,0,6518.0,2301.0,3321.0,600.2632908162304,212.43855885962608,342.60622157219956
0.2552740000000995,1,6047.0,5981.0,2535.0,665.6244978548955,632.4676769936116,285.4446139026212
0.26182729999982257,0,6518.0,2301.0,3321.0,629.0658148803709,222.59410171831814,356.4252720733953
0.2625256999999692,1,6047.0,5981.0,2535.0,694.4725075742607,661.5483507462526,297.40274042443303
0.26901249999991705,0,6518.0,2301.0,3321.0,660.1585043355883,233.55841287577925,371.43112856448136
0.2697548000005554,1,6117.0,6169.0,2453.0,722.8243747154227,690.5469194196197,308.761787937224
0.27620870000009745,0,6313.0,2161.0,3330.0,689.8766975832752,243.80010397226522,386.15483526225944
0.2773219999999128,1,6117.0,6169.0,2453.0,752.8487863907577,721.6390639852157,320.40232557107714
0.2830007000002297,0,6313.0,2161.0,3330.0,715.6900859701894,252.4581474022931,399.25264219609903
0.28494640000008076,1,6117.0,6169.0,2453.0,782.5807761427358,752.419119171006,331.9340494855976
0.2902036000004955,0,6313.0,2161.0,3330.0,743.4359299253292,261.78183697792355,413.38185715978966
0.29171320000023115,1,6277.0,5950.0,2506.0,807.0789255116316,776.6443266668992,341.3382376464431
0.2973669000002701,0,6578.0,2267.0,3389.0,771.2184848785489,271.1756256937401,427.2596277968483
0.2985172999997303,1,6277.0,5950.0,2506.0,831.8180988381702,799.8491986626617,350.8105841939512
0.3049983000000793,0,6578.0,2267.0,3389.0,802.2885225635159,281.7579334777705,442.57005359371414
0.3051838000001226,1,6277.0,5950.0,2506.0,855.1886713665878,821.7619588734892,359.7450887877499
0.3123652000003858,0,6487.0,2201.0,3374.0,830.6082459149876,291.2706951799155,456.59444746618817
0.31268120000004274,1,6510.0,5576.0,2476.0,884.0252793228897,846.6782811109872,370.4187789702202
0.3197172000000137,1,6510.0,5576.0,2476.0,910.1668711272438,867.1769799984569,379.6384057662057
0.31989919999978156,0,6487.0,2201.0,3374.0,858.9998009108841,300.6836979913311,470.78893958364233
0.3270750000001499,0,6487.0,2201.0,3374.0,884.4606387671047,309.10745141625785,483.47244657298876
0.32724680000046646,1,6645.0,5025.0,2341.0,939.3985412495825,887.9057736905625,389.3618773773483
