t_s,sensor_id,vx_um_s,vy_um_s,vz_um_s,dx_um,dy_um,dz_um
0.10680870000032883,0,8516.0,3091.0,3128.0,0.0,0.0,0.0
0.10814050000044517,1,5298.0,5792.0,2867.0,0.0,0.0,0.0
0.11304710000058549,0,8739.0,3159.0,3438.0,52.78724457647173,19.120271144766637,20.086992053846036
0.11436520000006567,1,5298.0,5792.0,2867.0,32.3459208551967,35.36194292059255,17.503917533380324
0.11957869999969262,0,8739.0,3159.0,3438.0,107.75505820921585,38.98946015440485,41.72488716520308
0.12121589999969729,1,5298.0,5792.0,2867.0,67.32436964195854,73.60187787206944,36.43242124641282
0.12654960000054416,0,8739.0,3159.0,3438.0,165.4315413330231,59.83780141135997,64.42814560835271
0.12801089999993565,1,5298.0,5792.0,2867.0,101.34247964150303,110.79192942310034,54.84123992680053
0.13307050000003073,0,8951.0,3210.0,3524.0,218.82034868408235,79.05426159594099,85.45265368120691
0.134905400000207,1,5298.0,5792.0,2867.0,135.2251490553434,147.83391153804249,73.17676525890329
0.14006460000018706,0,8951.0,3210.0,3524.0,276.0150535536111,99.55420828936367,107.98354531510695
0.1419805000004999,1,5346.0,5604.0,3026.0,169.56294781435568,184.53908251746094,92.22013908152378
0.14691300000049523,0,8951.0,3210.0,3524.0,330.83128124953157,119.20140222480721,129.5777753808685
0.14830290000008972,1,5346.0,5604.0,3026.0,199.46192614238464,215.75070528438553,109.21595201174182
0.153567600000315,0,9286.0,3211.0,3683.0,383.98570308748504,137.86406504471546,150.60597355874785
0.15520809999998164,1,5346.0,5604.0,3026.0,231.8433198410462,249.56704477996934,127.6155057880598
0.16031720000046334,0,9286.0,3211.0,3683.0,438.07683475639635,156.4704428541427,172.09200323572534
0.16174730000057025,1,5346.0,5604.0,3026.0,261.68451881865747,280.7230499002508,144.57587553437068
0.1673900000005233,0,9286.0,3211.0,3683.0,494.07178396231933,175.73701963455176,194.33249791909176
0.16852519999974902,1,5346.0,5604.0,3026.0,292.2049662401741,312.59348835255514,161.91939085189097
0.17427500000030705,0,9645.0,3193.0,3951.0,548.4921222341461,193.98104977748886,216.3719742682829
0.17546130000027915,1,5346.0,5604.0,3026.0,322.9695352083387,344.7221877379643,179.39978207604523
0.18144279999978608,0,9645.0,3193.0,3951.0,605.7536826463937,212.69924652319787,239.9885339962025
0.18224980000013602,1,5520.0,5556.0,3107.0,352.94936436947376,375.26356174185497,196.37648256074718
0.1883439000002909,0,9645.0,3193.0,3951.0,659.3916963344801,230.22244162943156,262.1176640165311
0.18902129999969475,1,5520.0,5556.0,3107.0,382.8414001661939,404.9667008452925,213.24541829759437
0.19482330000028014,0,9410.0,3096.0,3928.0,707.2628800673756,245.7799928850973,282.11424108692916
0.1959778999998889,1,5520.0,5556.0,3107.0,413.1622494535459,435.10881234122263,230.35487621478083
0.20148369999969873,0,9410.0,3096.0,3928.0,755.1376696749069,261.2798942422793,302.35066918405977
0.20311219999985042,1,5520.0,5556.0,3107.0,443.8636228973315,465.64115075337065,247.67769219208375
0.20861250000052678,0,9410.0,3096.0,3928.0,806.4151411751235,277.9041513086854,324.00262635275607
0.2101340999997774,1,5520.0,5556.0,3107.0,473.367584453042,494.97535064683933,264.3257213055975
0.21517000000039843,0,9235.0,2992.0,3701.0,850.8716176460537,292.1396784285896,342.3074927314502
0.21654469999975845,1,5601.0,5499.0,3135.0,499.25064387077805,520.2364724851266,278.87958210498664
0.2218841000003522,0,9235.0,2992.0,3701.0,895.3292112042085,306.2266785140085,360.09897292923046
0.22292790000028617,1,5601.0,5499.0,3135.0,524.7413817853898,544.6860957091956,293.1580697438689
0.2285953000000518,0,9235.0,2992.0,3701.0,938.9059833844731,320.0343911816297,377.53794238079047
0.22975990000031743,1,5601.0,5499.0,3135.0,552.2087118980664,571.087380549628,308.54269183784226
0.2352603999997882,0,8935.0,2845.0,3661.0,980.2470340045306,332.9609465538287,394.34362732105996
0.23714319999999134,1,5601.0,5499.0,3135.0,582.177813389957,599.9557298968239,325.3274064182221
0.2418870000001334,0,8935.0,2845.0,3661.0,1019.4755025341101,345.0511348814613,410.5572979514574
0.24389179999980115,1,5601.0,5499.0,3135.0,608.085326540063,624.8471014309272,339.83856396694927
0.2485039000002871,0,8935.0,2845.0,3661.0,1057.8649260004356,356.88186206448637,426.4244836578536
0.2507463000001735,1,5601.0,5499.0,3135.0,634.0776926118576,649.8322212621053,354.3970205308053
0.2552006000005349,0,8650.0,2700.0,3576.0,1095.2798067429123,368.2316701521725,441.99406675939053
0.2573167000000467,1,5657.0,5486.0,3029.0,658.1912341005237,672.7639272607945,367.4611178073549
0.2617814000004728,0,8650.0,2700.0,3576.0,1130.0563051253366,378.58022128938467,456.5787437484956
0.2640240000000631,1,5657.0,5486.0,3029.0,682.7823001907918,695.9505340257807,380.3398051768046
0.26858069999980216,0,8650.0,2700.0,3576.0,1166.018032177319,389.30846481956246,471.64941402894823
0.2706772000001365,1,5657.0,5486.0,3029.0,706.6015263756736,718.4013126235561,392.810748466731
0.27506910000010976,0,8088.0,2576.0,3610.0,1196.86272379095,398.6126493831621,485.44817356394077
0.2774805999997625,1,5657.0,5486.0,3029.0,730.7972746845419,741.2296691370738,405.488723766969
0.2817006000004767,0,8088.0,2576.0,3610.0,1226.461476310059,407.7049825497593,499.5965399757547
0.2840338000005431,1,5657.0,5486.0,3029.0,753.1407052733789,762.2738986209204,417.1802107272736
0.28868510000029346,0,8088.0,2576.0,3610.0,1258.291472279141,417.5143938536041,514.7227845065162
0.29067660000055184,1,5657.0,5486.0,3029.0,775.5527254299296,783.3966091310317,428.9136432760375
0.2955302999998821,0,7844.0,2578.0,3595.0,1287.585574641154,426.79002499229034,529.0147164424675
0.29740360000050714,1,5862.0,5701.0,3101.0,798.6783499875205,805.2765213349818,440.9097010551519
0.30253429999993386,0,7844.0,2578.0,3595.0,1316.719213840727,436.2955927520614,543.5414921967956
0.3039029000001392,1,5862.0,5701.0,3101.0,820.727532477054,826.1728311401818,452.22064234005165
0.3095506999998179,0,7844.0,2578.0,3595.0,1345.388248235523,445.64979918795484,557.8327584038269
0.31054240000048594,1,5862.0,5701.0,3101.0,843.15989199701,847.4522912672433,463.7410566893552
0.3160654000002978,0,7534.0,2451.0,3533.0,1368.656153032591,453.14994782520307,569.8823042488355
0.3171146000004228,1,5862.0,5701.0,3101.0,864.7750444112978,867.9472848236476,474.83581059046196
0.3226165000005494,0,7534.0,2451.0,3533.0,1390.7554044915523,460.18769994522194,581.6282917211638
0.32347440000012284,1,3887.0,3780.0,2056.0,878.5945584083776,880.8700865935361,481.81248444229624
0.32945199999994657,0,7534.0,2451.0,3533.0,1414.5313523538355,467.7738394205568,594.1339716766626
0.32993100000021514,1,3887.0,3780.0,2056.0,886.3582096445449,887.9124870026637,485.59128732198155
0.3367059000001973,0,7128.0,2229.0,3328.0,1439.4976812360183,475.4302403357219,607.1198305786818
0.33682000000044354,1,3974.0,3798.0,2076.0,895.9153762787475,896.4837454103156,490.23714270800895
0.34301090000008116,0,7128.0,2229.0,3328.0,1455.9061280795543,480.07532353306453,616.0296071694885
0.34357120000004215,1,3974.0,3798.0,2076.0,905.0460427204366,904.438089464815,494.5808716244441
0.3494445000005726,0,7128.0,2229.0,3328.0,1472.8982160931912,484.9122593882422,625.1878761219166
0.3503627999998571,1,3974.0,3798.0,2076.0,914.1590496137643,912.3903622735612,498.92354785873727
0.3559910000003583,0,6588.0,1947.0,3053.0,1488.6193887176378,488.9977238197794,633.6557743208533
0.3570746000004874,1,3974.0,3798.0,2076.0,922.7862228671517,919.8928401901542,503.02044258546954
0.36330920000000333,0,6588.0,1947.0,3053.0,1507.2910295711517,493.5729637580203,643.3887765129191
0.3640402000000904,1,3974.0,3798.0,2076.0,932.2371794025438,928.1968614493705,507.5555401378209
0.3702385000005961,0,6588.0,1947.0,3053.0,1523.090942454807,497.3176255995266,651.7702035134913
0.37068249999992986,1,3974.0,3798.0,2076.0,940.246711558747,935.1372664159525,511.34535526780104
0.37668459999986226,0,6203.0,1810.0,3028.0,1534.247997801115,499.63453128551197,658.4646435982917
