rms,peak,crest,kurtosis,std,mean_abs,dominant_freq,dominant_amp,spectral_energy,spectral_centroid,spectral_bandwidth,label
8818.051314178898,12258.0,1.3901030469498257,0.14876868169371882,1251.8273664225287,8728.7431640625,4,717500.417169715,821596544071.0001,0.08127847705496791,0.1236409040011642,unbalance_23g
8427.938594063942,12739.0,1.5115202677167667,-0.24855637887161164,1756.7741551245701,8242.80859375,4,1076221.8905798492,1618085071589.9993,0.07383225084695412,0.12033824646054009,unbalance_23g
8397.253314479625,19758.0,2.3529122273744814,10.292197273841186,1982.0047716933532,8159.9951171875,4,988619.6907516668,2059558135487.0005,0.11546131448586407,0.1328513221623618,unbalance_23g
7748.0493176987575,11582.0,1.4948278624844842,-0.4585765444266614,1851.310288267829,7523.6240234375,4,813648.2983845377,1796917985683.0,0.08000783461957137,0.1216739517379654,unbalance_23g
8166.678200652197,16256.0,1.9905278009732015,4.418660754778943,1908.985259117326,7940.4287109375,4,849789.5756127469,1910599698171.0,0.1200540433374883,0.13584928944283167,unbalance_23g
7971.3233591231965,13499.0,1.6934452903043213,0.05617228499054061,1708.2807630841978,7786.126953125,4,744998.068409758,1529983099948.0,0.10179833269986435,0.13100870107080678,unbalance_23g
7380.559300611557,20410.0,2.765373079288018,5.025991053772177,2427.1480582444933,6970.05078125,1,883634.7407948109,3088523489847.9995,0.11493166224903704,0.1335333421923376,unbalance_23g
7940.788138758548,12059.0,1.5186150026016547,-0.5490651427212865,1746.819746158637,7746.2724609375,4,1018753.0403285917,1599780223602.9998,0.10287759052286145,0.13226178727895083,unbalance_23g
7895.806177916144,17179.0,2.175711968215242,3.843242863845078,2237.5144989728806,7572.138671875,4,909762.9958969826,2624620392606.0005,0.11244932810206226,0.1326941251565821,unbalance_23g
7817.666426277029,12412.0,1.587686059139122,0.29990276866669907,1914.0556882708731,7579.7294921875,4,983340.4111426587,1920730370991.0,0.10690470943427793,0.13285888576512367,unbalance_23g
7222.387055556732,10507.0,1.4547821820095013,-0.7029853431584558,2007.1210489758623,6937.8916015625,4,791839.7510129032,2112105916318.9995,0.08616474234299112,0.12689653370676604,unbalance_23g
7523.350037783409,11364.0,1.5104973107629265,-0.23860656083439302,1982.3011604247185,7257.498046875,4,917620.6857854223,2060197737589.9998,0.09451610510518836,0.12820199732824727,unbalance_23g
7166.640875710617,11750.0,1.6395407839987397,-0.7104099453079802,2485.136580374669,6721.966796875,1,1068439.2627568694,3237920995382.0005,0.0936569234456221,0.12775649441700482,unbalance_23g
7967.76680049745,12721.0,1.5965577706423075,0.2726013716730207,1377.8256862757792,7847.732421875,4,679177.2000012285,995310136796.0002,0.07852940931426407,0.12205929905624781,unbalance_23g
7819.278680230138,10599.0,1.355495875444108,0.5573550782344507,1393.641203108049,7694.0810546875,4,702807.0119997059,1018195193399.0,0.11965155282199573,0.13569926239895705,unbalance_23g
7543.455357232685,10441.0,1.3841137125560292,-0.4941683687280465,1243.6946926851174,7440.224609375,4,604321.0988704115,810956351084.0,0.08004560270199412,0.12246436556315346,unbalance_23g
7914.35896655961,10945.0,1.3829294382837194,-0.6319593392459493,1236.2406764836978,7817.2109375,4,509880.8582594231,801264575902.0,0.08304295750356372,0.12365714458813588,unbalance_23g
